,размер,ткань,цвет,рукав,спрос
8275,XS,полиэстр,синий,длинный,высокий
8276,L,полиэстр,красный,короткий,высокий
8277,S,шёлк,белый,длинный,низкий
8278,XS,нейлон,оранжевый,короткий,высокий
8279,XS,лён,белый,длинный,высокий
8280,L,лён,фиолетовый,длинный,высокий
8281,L,шёлк,фиолетовый,короткий,низкий
8282,3XL,хлопок,кремовый,длинный,низкий
8283,XXL,хлопок,красный,длинный,низкий
8284,XL,шёлк,фиолетовый,длинный,низкий
8285,M,хлопок,оранжевый,длинный,низкий
8286,L,полиэстр,чёрный,длинный,средний
8287,XL,хлопок,чёрный,короткий,средний
8288,XL,шёлк,оранжевый,длинный,низкий
8289,M,хлопок,синий,длинный,средний
8290,3XL,полиэстр,красный,короткий,высокий
8291,XL,полиэстр,белый,длинный,низкий
8292,M,полиэстр,красный,короткий,высокий
8293,3XL,лён,синий,короткий,высокий
8294,S,лён,голубой,короткий,высокий
8295,XL,полиэстр,красный,короткий,высокий
8296,S,хлопок,красный,короткий,высокий
8297,XS,полиэстр,фиолетовый,длинный,средний
8298,S,полиэстр,голубой,длинный,высокий
8299,M,хлопок,белый,длинный,высокий
8300,M,шёлк,синий,короткий,низкий
8301,3XL,полиэстр,жёлтый,длинный,низкий
8302,M,нейлон,кремовый,короткий,высокий
8303,L,нейлон,голубой,короткий,высокий
8304,M,нейлон,синий,короткий,высокий
8305,M,лён,красный,короткий,высокий
8306,L,хлопок,чёрный,короткий,средний
8307,L,нейлон,зелёный,длинный,средний
8308,XS,хлопок,синий,длинный,средний
8309,M,лён,белый,короткий,высокий
8310,XL,нейлон,голубой,короткий,высокий
8311,XS,полиэстр,белый,короткий,средний
8312,XXL,хлопок,зелёный,короткий,средний
8313,M,шёлк,чёрный,длинный,низкий
8314,L,нейлон,синий,длинный,средний
8315,XXL,нейлон,кремовый,длинный,средний
8316,M,хлопок,кремовый,короткий,высокий
8317,3XL,лён,белый,длинный,низкий
8318,XL,шёлк,чёрный,короткий,низкий
8319,L,хлопок,красный,длинный,средний
8320,XL,хлопок,оранжевый,короткий,высокий
8321,M,хлопок,оранжевый,длинный,низкий
8322,M,полиэстр,белый,длинный,средний
8323,XL,полиэстр,фиолетовый,короткий,высокий
8324,XS,полиэстр,белый,короткий,средний
8325,3XL,полиэстр,синий,короткий,высокий
8326,S,нейлон,жёлтый,длинный,высокий
8327,L,лён,красный,длинный,высокий
8328,L,хлопок,кремовый,короткий,высокий
8329,XXL,нейлон,зелёный,длинный,низкий
8330,XL,нейлон,голубой,длинный,средний
8331,L,лён,зелёный,короткий,высокий
8332,L,хлопок,красный,длинный,средний
8333,L,нейлон,жёлтый,короткий,высокий
8334,S,шёлк,голубой,длинный,средний
8335,L,полиэстр,синий,длинный,средний
8336,S,полиэстр,голубой,короткий,высокий
8337,L,хлопок,голубой,короткий,высокий
8338,S,хлопок,синий,короткий,высокий
8339,XS,полиэстр,красный,длинный,высокий
8340,XXL,нейлон,оранжевый,короткий,высокий
8341,XS,хлопок,чёрный,короткий,средний
8342,L,хлопок,голубой,длинный,средний
